disease,keyword,risk_level,advice,source
胆囊炎,豆腐,LOW,"豆腐不仅含有好蛋白，而且几乎没有脂肪，不会给胆囊增加消化负担，是胆不好时的吃肉平替。","中华医学会《胆囊炎诊疗指南》"
慢性支气管炎,甜点,HIGH,"中医讲‘甜能生痰’，糖分高的食物吃多了容易让喉咙里总有痰咳不出来，咳嗽喘气的话尽量戒甜。","中华医学会《慢性支气管炎基层诊疗指南》"
慢性支气管炎,冰镇西瓜,HIGH,"刚从冰箱拿出来的凉东西会直接刺激气管收缩，引起剧烈咳嗽，老慢支吃水果一定要放常温了再吃。","中华医学会《慢性支气管炎基层诊疗指南》"
慢性支气管炎,梨,LOW,"梨子水分大，能润肺化痰，秋天容易干咳的老人家，煮点冰糖雪梨水喝，嗓子会舒服很多。","中华医学会《慢性支气管炎基层诊疗指南》"
失眠,浓茶,HIGH,"茶叶里提神的咖啡因到了晚上就成了‘安眠克星’，老人家本来就觉少，下午三点以后最好就别喝茶了。","中国睡眠研究会《中国失眠症诊断和治疗指南》"
失眠,咖啡,HIGH,"咖啡提神效果太强，哪怕是上午喝，有些敏感的老人家晚上也会翻来覆去睡不着，睡眠不好坚决别碰。","中国睡眠研究会《中国失眠症诊断和治疗指南》"
失眠,热牛奶,LOW,"牛奶里有种能让人放松安神的物质，睡前半小时喝一小杯温牛奶，肚子暖暖的，入睡会更容易。","中国睡眠研究会《中国失眠症诊断和治疗指南》"
甲状腺结节,海带,MEDIUM,"如果是甲亢引起的结节，海带、紫菜绝对不能吃；但如果是缺碘引起的，反而要适量吃点，一定要听医生的。","中华医学会《甲状腺结节和分化型甲状腺癌诊治指南》"
甲状腺结节,卷心菜,MEDIUM,"生的包菜、卷心菜里有阻碍甲状腺工作的物质，但只要彻底炒熟或者煮透，就可以放心大胆地吃啦。","中华医学会《甲状腺结节和分化型甲状腺癌诊治指南》"
骨质疏松,碳酸饮料,HIGH,"可乐、雪碧里的磷酸会加速骨骼里钙质的流失，老人家本来骨头就脆，千万别拿饮料当水喝。","中华医学会《原发性骨质疏松症诊疗指南（2022）》"
牙周炎,黏性甜食,HIGH,"年糕、汤圆等又甜又黏的食物容易粘在牙缝里清理不掉，会加速牙齿脱落和牙龈发炎，牙口不好要少吃。","中华口腔医学会《老年人常见口腔疾病防治指南》"
牙周炎,粗纤维蔬菜,LOW,"多嚼一嚼像芹菜、黄瓜这样的脆爽蔬菜，能起到‘自我刷牙’的作用，对保护剩下的牙齿很有好处。","中华口腔医学会《老年人常见口腔疾病防治指南》"
脑卒中后遗症,汤圆,HIGH,"吞咽功能不好的老人家千万别吃这种又黏又糯的东西，极容易卡在气管里引起窒息，非常危险！","中华医学会《中国脑卒中早期康复治疗指南》"
脑卒中后遗症,果冻,HIGH,"果冻滑溜溜的，一不小心就会直接滑进气道，中风后嗓子不听使唤的长辈绝对不能碰。","中华医学会《中国脑卒中早期康复治疗指南》"
脑卒中后遗症,清汤,HIGH,"喝像水一样稀的清汤特别容易呛咳，引发吸入性肺炎。建议在汤里加点增稠剂，或者喝浓稠一点的米糊。","中华医学会《中国脑卒中早期康复治疗指南》"
脑卒中后遗症,坚果,HIGH,"花生、瓜子嚼不碎很容易呛到肺里，中风后遗症患者想吃最好打成细腻的坚果泥，千万别直接干嚼。","中华医学会《中国脑卒中早期康复治疗指南》"
脑卒中后遗症,蒸蛋,LOW,"鸡蛋羹爽滑软嫩，不用费力嚼，也不容易呛着，是中风老人家补充营养的绝佳选择。","中华医学会《中国脑卒中早期康复治疗指南》"
脑卒中后遗症,肉泥,LOW,"把瘦肉打成细腻的肉泥做成丸子或者肉糊，既能补充恢复身体需要的蛋白质，又安全好吞咽。","中华医学会《中国脑卒中早期康复治疗指南》"
脂肪肝,酒精,HIGH,"不管是白酒、红酒还是药酒，酒精都要经过肝脏代谢，会直接加重肝脏的脂肪堆积，脂肪肝患者必须戒酒。","中华医学会《非酒精性脂肪性肝病防治指南》"
脂肪肝,果汁,HIGH,"鲜榨果汁里滤掉了膳食纤维，剩下的全都是果糖，果糖在肝脏里会直接转化成脂肪，加重脂肪肝。","中华医学会《非酒精性脂肪性肝病防治指南》"
脂肪肝,肥肉,HIGH,"五花肉、红烧肉里的饱和脂肪特别多，肝脏代谢不掉就会全堆在肝细胞里，尽量少吃。","中华医学会《非酒精性脂肪性肝病防治指南》"
脂肪肝,动物内脏,HIGH,"猪肝、肥肠不仅胆固醇高，脂肪也高，吃多了会让肝脏负担越来越重，能不碰就不碰。","中华医学会《非酒精性脂肪性肝病防治指南》"
脂肪肝,燕麦,LOW,"燕麦里的膳食纤维能帮着把肠道里多余的油脂带出体外，减轻肝脏的代谢压力，非常适合当主食。","中华医学会《非酒精性脂肪性肝病防治指南》"
脂肪肝,豆制品,LOW,"豆腐、豆干含有优质的植物蛋白，而且不含胆固醇，能帮助肝脏细胞修复，日常可以多吃点。","中华医学会《非酒精性脂肪性肝病防治指南》"
心力衰竭,咸菜,HIGH,"心衰最怕水肿！吃得太咸会让水分全憋在身体里，加重心脏泵血的负担，一定要严格控盐，咸菜绝对不能碰。","中华医学会《中国心力衰竭诊断和治疗指南》"
心力衰竭,西瓜,HIGH,"西瓜水分太大，老人家一吃就是一大块，突然喝进去这么多水会导致心脏受不了，心衰患者吃水果要严格控量。","中华医学会《中国心力衰竭诊断和治疗指南》"
心力衰竭,稀饭,MEDIUM,"稀饭里全是水，如果医生嘱咐了每天要限制喝水量，那喝稀饭就得算进总水量里，尽量吃干一点的饭。","中华医学会《中国心力衰竭诊断和治疗指南》"
心力衰竭,酱油,HIGH,"炒菜放了酱油就等于放了盐，钠超标会让心脏更累、腿脚更肿，做菜最好清淡到能吃出原味。","中华医学会《中国心力衰竭诊断和治疗指南》"
心力衰竭,冬瓜,LOW,"冬瓜利尿消肿，而且本身不含什么钠盐，能帮着身体把多余的水分排出去，减轻心脏的压力。","中华医学会《中国心力衰竭诊断和治疗指南》"
心力衰竭,瘦肉,LOW,"适当吃点瘦肉补充蛋白质，能防止身体因为生病变得越来越虚弱，但切记做法要清淡。","中华医学会《中国心力衰竭诊断和治疗指南》"
泌尿系结石,菠菜,HIGH,"菠菜里的草酸特别高，很容易在肾脏里和钙结合长成石头。如果真想吃，一定要在开水里多焯一会儿。","中华医学会《尿路结石诊疗指南》"
泌尿系结石,浓茶,HIGH,"浓茶里的草酸也不少，经常喝容易促进结石长大，有结石体质的老人家最好多喝白开水，少喝茶。","中华医学会《尿路结石诊疗指南》"
泌尿系结石,海鲜,HIGH,"海鲜吃多了尿酸会升高，而尿酸高不仅会痛风，还容易在尿路里长出尿酸结石，平时要管住嘴。","中华医学会《尿路结石诊疗指南》"
泌尿系结石,豆腐,LOW,"很多人以为长了结石不能吃豆腐，其实正常的饮食钙不仅不会长结石，反而能把肠道里的草酸带走，豆腐是可以吃的。","中华医学会《尿路结石诊疗指南》"
泌尿系结石,白开水,LOW,"对付结石最好的‘药’就是多喝水！每天保证尿液颜色是清亮的，能把小石头直接冲刷出来。","中华医学会《尿路结石诊疗指南》"
泌尿系结石,柠檬,LOW,"柠檬水里的柠檬酸能防止结石的形成，平时在白开水里切两片鲜柠檬，防结石效果很好。","中华医学会《尿路结石诊疗指南》"
甲状腺功能减退,卷心菜,HIGH,"生的卷心菜、紫甘蓝里有种物质会妨碍甲状腺工作，甲减的老人家尽量别生吃这类蔬菜，一定要炒熟。","中华医学会《成人甲状腺功能减退症诊治指南》"
甲状腺功能减退,肥肉,HIGH,"甲减患者的身体代谢很慢，吃进去的脂肪很难消耗掉，特别容易导致高血脂和发胖，一定要少吃肥肉。","中华医学会《成人甲状腺功能减退症诊治指南》"
甲状腺功能减退,大豆,MEDIUM,"大豆里的某些成分可能会影响甲减药物（比如优甲乐）的吸收，如果吃药了，最好隔开几个小时再喝豆浆。","中华医学会《成人甲状腺功能减退症诊治指南》"
甲状腺功能减退,海带,LOW,"如果是因为缺碘引起的甲减，适当吃点海带、紫菜能给甲状腺补充原料，但如果是桥本引起的就要听医生的。","中华医学会《成人甲状腺功能减退症诊治指南》"
甲状腺功能减退,粗粮,LOW,"甲减会让肠胃蠕动变慢，老人家容易便秘，多吃点玉米、红薯、燕麦这些粗粮能让排便通畅。","中华医学会《成人甲状腺功能减退症诊治指南》"
胃溃疡,竹笋,HIGH,"竹笋里的粗纤维像小刷子一样，老人家胃黏膜本来就有溃疡，吃这个容易直接把胃划伤、引起胃痛，千万别吃。","中华医学会《消化性溃疡诊断与治疗共识》"
胃溃疡,浓茶,HIGH,"茶叶里的茶碱会刺激胃酸大量分泌，胃酸一多就会腐蚀溃疡面，让胃疼得更厉害，老胃病一定要把茶戒了。","中华医学会《消化性溃疡诊断与治疗共识》"
胃溃疡,咖啡,HIGH,"咖啡不仅刺激胃酸分泌，还会让胃壁的血管收缩，影响溃疡愈合，无论多困也别拿咖啡提神。","中华医学会《消化性溃疡诊断与治疗共识》"
胃溃疡,辣椒,HIGH,"辛辣食物会直接火辣辣地刺激胃黏膜上的伤口，吃完马上就会烧心、胃疼，做菜一定要清淡。","中华医学会《消化性溃疡诊断与治疗共识》"
胃溃疡,苏打饼干,LOW,"两餐之间如果觉得胃有点饿得泛酸，吃两片苏打饼干能中和一下胃酸，让胃里舒服一点。","中华医学会《消化性溃疡诊断与治疗共识》"
胃溃疡,蒸蛋,LOW,"鸡蛋羹软嫩爽滑，好消化不伤胃，还能给溃疡面的修复提供优质营养，是老胃病的养胃好菜。","中华医学会《消化性溃疡诊断与治疗共识》"
胃溃疡,山药,LOW,"山药里的黏液蛋白能像一层保护膜一样贴在胃壁上，对溃疡愈合非常有好处，平时可以多蒸点山药吃。","中华医学会《消化性溃疡诊断与治疗共识》"
类风湿关节炎,肥肉,HIGH,"大肥肉里的饱和脂肪酸在身体里会变成‘促炎物质’，让关节肿得更厉害、疼得更钻心，尽量少吃。","中华医学会《类风湿关节炎诊疗指南》"
类风湿关节炎,动物内脏,HIGH,"猪肝、肥肠这些内脏不仅嘌呤高，还会加重身体的炎症反应，对类风湿患者的关节非常不友好。","中华医学会《类风湿关节炎诊疗指南》"
类风湿关节炎,甜点,HIGH,"蛋糕、饼干里的精制糖吃多了同样会让身体一直处于‘发炎’状态，关节痛的时候一定要严格控糖。","中华医学会《类风湿关节炎诊疗指南》"
类风湿关节炎,深海鱼,LOW,"三文鱼、带鱼里的欧米伽3脂肪酸能起到天然的‘消炎药’作用，帮着减轻关节的红肿热痛，推荐每周吃两次。","中华医学会《类风湿关节炎诊疗指南》"
类风湿关节炎,亚麻籽,LOW,"亚麻籽油或者核桃里也有好脂肪，炒菜时可以适当用亚麻籽油代替部分大豆油，对保护关节有好处。","中华医学会《类风湿关节炎诊疗指南》"
类风湿关节炎,大蒜,LOW,"大蒜里含有天然的抗氧化和消炎成分，做菜时稍微放几瓣蒜，不仅提味，还能帮着缓解关节发炎。","中华医学会《类风湿关节炎诊疗指南》"
慢性腹泻,生冷海鲜,HIGH,"三文鱼刺身、生蚝这些生冷食物上有大量细菌，肠胃本来就虚弱、经常拉肚子的老人家一吃绝对要跑厕所！","中华医学会《慢性腹泻基层诊疗指南》"
慢性腹泻,火龙果,HIGH,"火龙果尤其是红心火龙果，通便效果极强，如果在拉肚子期间吃，只会让腹泻越来越严重，必须忌口。","中华医学会《慢性腹泻基层诊疗指南》"
慢性腹泻,粗粮,HIGH,"糙米、玉米等粗纤维食物在肠道不好的时候就像砂纸一样摩擦肠壁，拉肚子期间最好喝点白米粥，别吃粗粮。","中华医学会《慢性腹泻基层诊疗指南》"
慢性腹泻,冷饮,HIGH,"刚从冰箱里拿出来的水或者冰棍，吃下去会让肠道疯狂痉挛收缩，马上就会肚子疼拉水，绝对不能碰。","中华医学会《慢性腹泻基层诊疗指南》"
慢性腹泻,苹果泥,LOW,"生吃苹果通便，但把苹果蒸熟了或者捣成泥吃，里面的果胶就能发挥收敛的作用，能帮着止泻成形。","中华医学会《慢性腹泻基层诊疗指南》"
慢性腹泻,面条,LOW,"一碗热乎乎的烂面条或者疙瘩汤，好消化不增加肠道负担，是拉肚子期间最安全的暖肚主食。","中华医学会《慢性腹泻基层诊疗指南》"
痔疮,白酒,HIGH,"酒精会让全身的血管扩张，尤其是盆腔和肛门的静脉丛，喝完酒第二天十有八九会便血脱出，一定要戒酒。","中华医学会《中国痔病诊疗指南》"
痔疮,辣椒,HIGH,"麻辣烫、火锅里的辣椒素身体吸收不了，排出来的时候会像火烧一样刺激肛门，让痔疮肿痛难忍。","中华医学会《中国痔病诊疗指南》"
痔疮,胡椒,HIGH,"胡椒、花椒等辛辣香料同样会引起直肠肛门的局部充血，痔疮发作期炒菜千万别放这些提味。","中华医学会《中国痔病诊疗指南》"
痔疮,精白米面,MEDIUM,"天天只吃白米白面，大便会变得又干又硬，拉不出来一用力就会把痔疮撑破出血，一定要掺点粗粮吃。","中华医学会《中国痔病诊疗指南》"
痔疮,红薯,LOW,"红薯里的纤维能让大便吸收水分变得松软，拉大便时滑溜溜的不费力，对预防痔疮复发特别管用。","中华医学会《中国痔病诊疗指南》"
痔疮,木耳,LOW,"黑木耳不仅能清理血管，还有很好的润肠通便作用，平时凉拌点木耳吃，能预防大便干结。","中华医学会《中国痔病诊疗指南》"
下肢动脉硬化,猪板油,HIGH,"猪油炒菜虽然香，但里面的脂肪会直接变成血管里的‘垃圾’，让腿部的血管堵得更死，走路更疼。","中华医学会《下肢动脉硬化闭塞症诊治指南》"
下肢动脉硬化,咸肉,HIGH,"腊肉、咸肉不仅肥油多，盐分也高得吓人，会严重破坏血管内皮的健康，老寒腿、血管不好的长辈一定要忌口。","中华医学会《下肢动脉硬化闭塞症诊治指南》"
下肢动脉硬化,奶精,HIGH,"很多速溶奶茶、廉价麦片里加了植脂末（奶精），这全是反式脂肪酸，对血管的杀伤力极大，买东西记得看配料表。","中华医学会《下肢动脉硬化闭塞症诊治指南》"
下肢动脉硬化,洋葱,LOW,"洋葱里有一种能扩张血管的好东西，能帮着降低血液的黏稠度，让堵塞的腿部血管稍微通畅一点。","中华医学会《下肢动脉硬化闭塞症诊治指南》"
下肢动脉硬化,西红柿,LOW,"西红柿里的番茄红素是保护血管的‘小卫士’，不仅抗氧化还能保护血管内皮，炒熟了吃效果最好。","中华医学会《下肢动脉硬化闭塞症诊治指南》"
下肢动脉硬化,坚果,MEDIUM,"核桃、杏仁含有的脂肪对血管有好处，但热量实在太高，每天吃一小把就行，吃多了不仅长胖还增加血脂负担。","中华医学会《下肢动脉硬化闭塞症诊治指南》"
青光眼,浓茶,HIGH,"青光眼最怕眼压升高。浓茶里的咖啡因会让眼底血管收缩、眼压往上冲，老人家喝了容易眼睛胀痛。","中华医学会《中国青光眼指南》"
青光眼,咖啡,HIGH,"咖啡提神的同时也会让心跳加快、眼内房水增多，直接导致眼压升高，有青光眼的千万别喝。","中华医学会《中国青光眼指南》"
青光眼,咸菜,HIGH,"吃得太咸会让身体里的水分排不出去，眼睛里的水分一旦积聚，眼压就会跟着升高，一定要清淡饮食。","中华医学会《中国青光眼指南》"
青光眼,一大杯水,HIGH,"青光眼患者喝水千万别‘牛饮’，一次性喝下大半瓶水会让眼压短时间内急剧升高。记得要‘少量多次’地喝。","中华医学会《中国青光眼指南》"
青光眼,蜂蜜,LOW,"蜂蜜属于高渗食物，能帮着血液把眼睛里多余的水分‘吸’出来，对降低眼压有一定辅助好处，可以适量喝点。","中华医学会《中国青光眼指南》"
青光眼,西红柿,LOW,"西红柿富含维生素C和抗氧化物质，能帮着保护眼底脆弱的视神经，平时做菜可以多放点。","中华医学会《中国青光眼指南》"
慢性胰腺炎,扣肉,HIGH,"胰腺是消化脂肪的主力军，生病后最怕油腻。像梅菜扣肉这种大油大肉吃下去，直接引发剧烈腹痛，绝对要管住嘴。","中华医学会《慢性胰腺炎诊治指南》"
慢性胰腺炎,鸡汤,HIGH,"老火浓鸡汤里全是炖出来的厚厚脂肪，胰腺炎患者喝这种汤等于‘喝油’，会极大地加重胰腺负担。","中华医学会《慢性胰腺炎诊治指南》"
慢性胰腺炎,白酒,HIGH,"酒精对胰腺细胞有直接的毒害作用，是引起胰腺炎复发的第一大杀手！无论多大酒瘾，必须滴酒不沾。","中华医学会《慢性胰腺炎诊治指南》"
慢性胰腺炎,烧烤,HIGH,"烤肉不仅油大，而且蛋白质在高温下变性，极难消化。胰腺不好的人吃一次，可能晚上就要去挂急诊。","中华医学会《慢性胰腺炎诊治指南》"
慢性胰腺炎,山药,LOW,"山药属于极易消化的碳水化合物，不仅不会给胰腺添乱，还能提供老人家需要的热量和营养，非常推荐。","中华医学会《慢性胰腺炎诊治指南》"
慢性胰腺炎,豆腐,LOW,"植物蛋白比动物脂肪好消化得多，豆腐软烂不腻，是胰腺炎恢复期绝佳的‘吃肉平替’。","中华医学会《慢性胰腺炎诊治指南》"
甲状腺功能亢进,海带,HIGH,"甲亢是身体里的碘太多了导致‘发动机转速过快’。海带是含碘大户，吃一口就等于火上浇油，绝对忌口。","中华医学会《甲状腺功能亢进症基层诊疗指南》"
甲状腺功能亢进,紫菜,HIGH,"无论是紫菜蛋花汤还是零食海苔，里面的碘含量都极其惊人，甲亢患者千万别碰任何海藻类食物。","中华医学会《甲状腺功能亢进症基层诊疗指南》"
甲状腺功能亢进,海虾,HIGH,"海鲜里的碘普遍比河鲜高得多。如果实在想吃鱼虾解馋，一定要去市场买淡水鱼或者河虾，避开海产。","中华医学会《甲状腺功能亢进症基层诊疗指南》"
甲状腺功能亢进,浓茶,HIGH,"甲亢患者本来就容易心慌、手抖、心跳快，再喝浓茶提神，心脏真的会受不了，尽量喝白开水。","中华医学会《甲状腺功能亢进症基层诊疗指南》"
甲状腺功能亢进,瘦肉,LOW,"甲亢会让人消耗特别大，老人家容易暴瘦没力气。必须多吃点猪牛羊的瘦肉，把流失的营养补回来。","中华医学会《甲状腺功能亢进症基层诊疗指南》"
甲状腺功能亢进,米饭,LOW,"因为身体消耗快，甲亢患者的主食量可以比平时稍微多吃一点，保证有足够的热量支撑日常活动。","中华医学会《甲状腺功能亢进症基层诊疗指南》"
干燥综合征,饼干,HIGH,"干燥综合征的老人家本身就嘴巴干、没口水，吃这种干巴巴的饼干极容易卡在嗓子眼或者划破口腔黏膜，少吃干粮。","中华医学会《原发性干燥综合征诊疗规范》"
干燥综合征,炒货,HIGH,"瓜子、花生、炒栗子等炒货又干又燥，吃多了会加重口干眼干的症状，甚至引起嗓子疼、口腔溃疡。","中华医学会《原发性干燥综合征诊疗规范》"
干燥综合征,辣椒,HIGH,"辛辣刺激的食物会直接‘火烧浇油’，让本来就缺乏黏液保护的口腔和食管火辣辣地疼，饮食必须极度清淡。","中华医学会《原发性干燥综合征诊疗规范》"
干燥综合征,银耳,LOW,"中医讲银耳能‘滋阴润燥’，熬得黏糊糊的银耳汤滑润好吞咽，能极大地缓解嘴巴干、嗓子干的痛苦。","中华医学会《原发性干燥综合征诊疗规范》"
干燥综合征,梨,LOW,"梨子水分极大，就像是天然的‘润喉糖’。如果老人家觉得生吃太凉，切成块蒸熟了吃，润燥效果依然很好。","中华医学会《原发性干燥综合征诊疗规范》"
干燥综合征,番茄汤,LOW,"做菜时多做点带酸甜汤汁的菜，比如番茄鸡蛋汤，不仅能刺激稍微分泌点唾液，连汤带水咽下去也不费劲。","中华医学会《原发性干燥综合征诊疗规范》"
胆结石,猪脑,HIGH,"胆结石最喜欢‘胆固醇’。猪脑是胆固醇含量最高的食物之一，吃进去全变成了结石的养料，绝对不能吃。","中华医学会《胆囊良性疾病外科治疗的专家共识》"
胆结石,蛋黄,HIGH,"每天吃一个蛋黄对常人很好，但对有胆结石的老人家来说，胆固醇容易超标诱发结石变大，发作期建议只吃蛋白。","中华医学会《胆囊良性疾病外科治疗的专家共识》"
胆结石,炸糕,HIGH,"油炸食品吃下去后，会强制让胆囊剧烈收缩来排出胆汁消化脂肪。如果里面有石头，一收缩就会引起要命的胆绞痛。","中华医学会《胆囊良性疾病外科治疗的专家共识》"
胆结石,生冷食物,HIGH,"刚从冰箱里拿出来的冰水或者凉菜，强烈的冷刺激也可能导致胆道平滑肌痉挛，引起结石发作疼痛。","中华医学会《胆囊良性疾病外科治疗的专家共识》"
胆结石,燕麦,LOW,"燕麦里的水溶性膳食纤维是个好东西，它能在肠道里把多余的胆固醇紧紧‘绑住’排泄掉，不给结石留生长原料。","中华医学会《胆囊良性疾病外科治疗的专家共识》"
胆结石,玉米,LOW,"粗粮里的植物纤维同样能促进肠道蠕动，加速胆固醇代谢。用玉米代替一部分精白米面，对防结石大有好处。","中华医学会《胆囊良性疾病外科治疗的专家共识》"
肝硬化,坚果,HIGH,"肝硬化老人的食管血管很薄，花生、瓜子这些硬东西嚼不碎，咽下去极容易把血管划破引起大出血，千万别干吃！","中华医学会《肝硬化诊治指南》"
肝硬化,芹菜,HIGH,"韭菜、芹菜里的粗纤维太多，像粗糙的刷子一样，同样容易摩擦食管静脉引发吐血，蔬菜一定要挑软烂的吃。","中华医学会《肝硬化诊治指南》"
肝硬化,咸菜,HIGH,"肝硬化容易引起肚子积水（腹水），吃得太咸会让水分全憋在帖子里排不出去，肚子胀得难受，必须严格限盐。","中华医学会《肝硬化诊治指南》"
肝硬化,酒,HIGH,"肝脏都已经硬化了，不管白酒红酒还是药酒，只要有酒精就是穿肠毒药，一滴都绝对不能再碰。","中华医学会《肝硬化诊治指南》"
肝硬化,酸奶,LOW,"酸奶能改善肠道里的细菌环境，减少肠道毒素跑进肝脏，减轻肝脏的解毒压力，老人家可以每天喝一杯。","中华医学会《肝硬化诊治指南》"
肝硬化,豆腐,LOW,"豆腐软烂好吞咽，绝对不会划伤食管，还能给肝脏修复提供必需的优质蛋白质，是肝病患者的极佳食材。","中华医学会《肝硬化诊治指南》"
颈动脉斑块,猪脑,HIGH,"猪脑的胆固醇高得吓人，吃进去直接变成粘在血管壁上的‘黄油’，让颈动脉的斑块越来越大，绝对要忌口。","中华医学会《头颈部动脉粥样硬化性病变诊治共识》"
颈动脉斑块,肥肉,HIGH,"大肥肉里的饱和脂肪不仅会让血管变窄，还会让原有的斑块变得不稳定，一旦脱落就会引发脑梗塞，尽量别吃。","中华医学会《头颈部动脉粥样硬化性病变诊治共识》"
颈动脉斑块,起酥点心,HIGH,"牛角包、蛋黄酥里有很多反式脂肪酸，这东西对心脑血管的杀伤力极大，买零食一定要避开。","中华医学会《头颈部动脉粥样硬化性病变诊治共识》"
颈动脉斑块,木耳,LOW,"黑木耳被公认为是血管的‘清道夫’，能帮着稍微稀释一下黏稠的血液，对预防斑块变大有一定的好处。","中华医学会《头颈部动脉粥样硬化性病变诊治共识》"
颈动脉斑块,洋葱,LOW,"洋葱里含有的成分能帮着扩张血管，让血液流得更顺畅，平时炒菜可以多切点洋葱做配菜。","中华医学会《头颈部动脉粥样硬化性病变诊治共识》"
颈动脉斑块,深海鱼,LOW,"带鱼、鲅鱼、三文鱼里的健康脂肪能起到抗炎作用，帮着把血管里的斑块‘固定’住，不让它乱跑添乱。","中华医学会《头颈部动脉粥样硬化性病变诊治共识》"
带状疱疹,花生,HIGH,"花生里有一种叫‘精氨酸’的物质，正好是疱疹病毒最喜欢的养料！长疱疹期间千万别吃花生，否则水疱长得更多。","中国医师协会《带状疱疹中国专家共识》"
带状疱疹,巧克力,HIGH,"巧克力同样富含精氨酸，吃多了会让病毒繁殖得更快，让神经痛得更加钻心，发病和恢复期最好别碰。","中国医师协会《带状疱疹中国专家共识》"
带状疱疹,羊肉,HIGH,"中医讲羊肉和海鲜是‘发物’，容易引起身体上火和炎症反应，让疱疹的红肿和灼烧感更严重，必须忌口。","中国医师协会《带状疱疹中国专家共识》"
带状疱疹,辣椒,HIGH,"辛辣食物会直接刺激神经，让带状疱疹留下的神经痛更加剧烈，为了少遭罪，饮食一定要极度清淡。","中国医师协会《带状疱疹中国专家共识》"
带状疱疹,牛奶,LOW,"牛奶和乳制品里富含‘赖氨酸’，这种好东西能死死压制住疱疹病毒的繁殖，生病期间每天喝一杯准没错。","中国医师协会《带状疱疹中国专家共识》"
带状疱疹,瘦猪肉,LOW,"长疱疹说明老人家的免疫力掉底了，多吃点瘦肉补充蛋白质，抵抗力升上去了，这蛇缠腰才能好得快。","中国医师协会《带状疱疹中国专家共识》"
心绞痛,冰水,HIGH,"大热天也千万别喝冰水！一口冰水猛地灌下去，冷刺激会让心脏血管瞬间痉挛，极容易引发心绞痛甚至心梗。","中华医学会《冠状动脉痉挛综合征诊断与治疗中国专家共识》"
心绞痛,大餐,HIGH,"吃自助或者吃得太撑，全身大量的血液都会跑到胃里去帮忙消化，心脏就会缺血缺氧，直接导致胸闷胸痛，最多吃七分饱。","中华医学会《冠状动脉痉挛综合征诊断与治疗中国专家共识》"
心绞痛,浓茶,HIGH,"浓茶和咖啡里有兴奋神经的物质，会让心跳突然加快。心脏跳得太累了就会抗议，引发心前区绞痛。","中华医学会《冠状动脉痉挛综合征诊断与治疗中国专家共识》"
心绞痛,黄油,HIGH,"黄油、猪油吃多了会让心血管里长垃圾，心脏供血的通道变窄了，稍微一活动就会胸口疼，炒菜换成植物油。","中华医学会《冠状动脉痉挛综合征诊断与治疗中国专家共识》"
心绞痛,少食多餐,LOW,"别给心脏增加消化带来的供血负担，把一日三餐分成四五顿小餐来吃，每次少吃点，心脏才会觉得轻松。","中华医学会《冠状动脉痉挛综合征诊断与治疗中国专家共识》"
心绞痛,西红柿,LOW,"西红柿不仅软烂好消化，里面的番茄红素对保护心血管内皮也有好处，是心脏不好的长辈的优选蔬菜。","中华医学会《冠状动脉痉挛综合征诊断与治疗中国专家共识》"
老年期抑郁,咖啡,HIGH,"咖啡因会让老人家本就脆弱的神经高度紧张，不仅让人心慌，还会加重焦虑感和失眠，心情不好时千万别喝。","中华医学会《老年期抑郁障碍诊疗专家共识》"
老年期抑郁,甜点,HIGH,"吃糖确实能开心一小会儿，但过一会儿血糖猛跌的时候，情绪会跟着跌入谷底，让人变得更加暴躁和低落。","中华医学会《老年期抑郁障碍诊疗专家共识》"
老年期抑郁,加工肉,HIGH,"火腿肠、培根里有很多添加剂，长期吃容易引起身体的慢性炎症，这种炎症信号传到大脑，会让心情更差。","中华医学会《老年期抑郁障碍诊疗专家共识》"
老年期抑郁,香蕉,LOW,"香蕉里含有一种能让人大脑分泌‘快乐激素’（血清素）的好东西，心情烦躁、提不起精神的时候，吃根香蕉能舒缓很多。","中华医学会《老年期抑郁障碍诊疗专家共识》"
老年期抑郁,核桃,LOW,"坚果里的欧米伽3脂肪酸对大脑神经有着极好的保护和修复制用，每天吃两三颗核桃，能帮着稳定老人的情绪。","中华医学会《老年期抑郁障碍诊疗专家共识》"
老年期抑郁,热牛奶,LOW,"心情不好的老人通常都睡不好。睡前半小时喝杯温热的牛奶能安神助眠，睡眠质量上去了，白天的情绪自然也会好转。","中华医学会《老年期抑郁障碍诊疗专家共识》"
心房颤动,菠菜,HIGH,"重点提醒：如果您正在吃华法林这种抗凝药，菠菜里的维生素K会让药效大打折扣，容易长血栓，千万别突然大量吃。","中华医学会《心房颤动诊疗指南》"
心房颤动,西柚,HIGH,"西柚（柚子）会严重干扰很多抗心律失常药和降压药的吸收，甚至引起药物中毒，吃药期间绝对不要碰西柚和西柚汁。","中华医学会《心房颤动诊疗指南》"
心房颤动,浓茶,HIGH,"浓茶和咖啡会让心跳突然加速、乱跳，房颤病人的心脏本来就容易‘乱通电’，喝这些极容易诱发房颤发作。","中华医学会《心房颤动诊疗指南》"
心房颤动,酒,HIGH,"哪怕是逢年过节喝一小杯酒，也可能成为触发房颤的‘导火索’，心脏乱跳起来很难受，必须彻底戒酒。","中华医学会《心房颤动诊疗指南》"
